principio_ativo,produto,apresentacao,forma_farmaceutica,concentracao_texto,via_administracao,classe_terapeutica,controle,fonte
oxalato de escitalopram,EFICENTUS,10 MG COM REV CT BL AL PLAS TRANS X 30,comprimido revestido,10 mg,oral,N6A4 - ANTIDEPRESSIVOS SSRI,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
oxalato de escitalopram,EFICENTUS,20 MG COM REV CT BL AL PLAS TRANS X 30,comprimido revestido,20 mg,oral,N6A4 - ANTIDEPRESSIVOS SSRI,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
oxalato de escitalopram,EFICENTUS,15 MG COM REV CT BL AL PLAS TRANS X 30,comprimido revestido,15 mg,oral,N6A4 - ANTIDEPRESSIVOS SSRI,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
oxalato de escitalopram,OXALATO DE ESCITALOPRAM,10 MG COM REV CT BL AL PLAS TRANS X 30,comprimido revestido,10 mg,oral,N6A4 - ANTIDEPRESSIVOS SSRI,venda_sob_prescricao,ANVISA/CMED 2026-06
oxalato de escitalopram,OXALATO DE ESCITALOPRAM,10 MG COM REV CT BL AL PLAS TRANS X 60,comprimido revestido,10 mg,oral,N6A4 - ANTIDEPRESSIVOS SSRI,venda_sob_prescricao,ANVISA/CMED 2026-06
oxalato de escitalopram,OXALATO DE ESCITALOPRAM,20 MG COM REV CT BL AL PLAS TRANS X 30,comprimido revestido,20 mg,oral,N6A4 - ANTIDEPRESSIVOS SSRI,venda_sob_prescricao,ANVISA/CMED 2026-06
oxalato de escitalopram,OXALATO DE ESCITALOPRAM,15 MG COM REV CT BL AL PLAS TRANS X 30,comprimido revestido,15 mg,oral,N6A4 - ANTIDEPRESSIVOS SSRI,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXALIBBS,5 MG/ML SOL INJ CT FA VD AMB X 10 ML,solução injetável,5 mg/ml,parenteral,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXALIBBS,5 MG/ML SOL INJ CT FA VD AMB X 20 ML,solução injetável,5 mg/ml,parenteral,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXALIPLATINA,50 MG PO LIOF SOL INJ IV CT FA VD TRANS,pó liofilizado para solução injetável,50 mg,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXALIPLATINA,100 MG PO LIOF SOL INJ IV CT FA VD TRANS,pó liofilizado para solução injetável,100 mg,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXALIPLATINA,50 MG PO LIOF SOL INJ IV CT 10 FA VD TRANS,pó liofilizado para solução injetável,50 mg,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXALIPLATINA,100 MG PO LIOF SOL INJ IV CT 10 FA VD TRANS,pó liofilizado para solução injetável,100 mg,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXALIPLATINA,50 MG PO LIOF SOL INFUS IV CT FA VD TRANS,pó liofilizado para solução para infusão,50 mg,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXALIPLATINA,50 MG PO LIOF SOL INJFUS IV CT 10 FA VD TRANS,pó liofilizado para solução injfus,50 mg,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXALIPLATINA,100 MG PO LIOF SOL INFUS IV CT FA VD TRANS,pó liofilizado para solução para infusão,100 mg,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXALIPLATINA,100 MG PO LIOF SOL INFUS IV CT 10 FA VD TRANS,pó liofilizado para solução para infusão,100 mg,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXALIPLATINA,50 MG PO LIOF P/ SOL INJ IV CT FA VD AMB X 50 ML,pó liofilizado para solução injetável,50 mg,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,nao_classificado,ANVISA/CMED 2026-06
oxaliplatina,OXALIPLATINA,100 MG PO LIOF P/ SOL INJ IV CT FA VD AMB X 50 ML,pó liofilizado para solução injetável,100 mg,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,nao_classificado,ANVISA/CMED 2026-06
oxaliplatina,OXALIPLATINA,50MG PO LIOF SOL INJ  CT FA VD TRANS X 50ML,pó liofilizado para solução injetável,50 mg,parenteral,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXALIPLATINA,100MG PO LIOF SOL INJ  CT FA VD TRANS X 50ML,pó liofilizado para solução injetável,100 mg,parenteral,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXALIPLATINA,5 MG/ML SOL INJ IV CT FA VD AMB X 10 ML,solução injetável,5 mg/ml,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXALIPLATINA,5 MG/ML SOL INJ IV CX 10 FA VD AMB X 10 ML,solução injetável,5 mg/ml,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXALIPLATINA,5 MG/ML SOL INJ IV CT FA VD AMB X 20 ML,solução injetável,5 mg/ml,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXALIPLATINA,5 MG/ML SOL INJ IV CX 10 FA VD AMB X 20 ML,solução injetável,5 mg/ml,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXA-PLATIN,5 MG/ML SOL INJ IV CT FA VD AMB X 10 ML,solução injetável,5 mg/ml,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXA-PLATIN,5 MG/ML SOL INJ IV CX 10 FA VD AMB X 10 ML,solução injetável,5 mg/ml,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXA-PLATIN,5 MG/ML SOL INJ IV CT FA VD AMB X 20 ML,solução injetável,5 mg/ml,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXA-PLATIN,5 MG/ML SOL INJ IV CX 10 FA VD AMB X 20 ML,solução injetável,5 mg/ml,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,EVOXALI,100 MG PO LIOF INJ CT FA VD AMB X 1000 MG,pó liofilizado para solução injetável,100 mg,parenteral,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,EVOXALI,50 MG PO LIOF INJ CT FA VD AMB X 500 MG,pó liofilizado para solução injetável,50 mg,parenteral,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXALIPLATINA,5 MG/ML SOL INJ IV CT FA VD TRANS X 10 ML,solução injetável,5 mg/ml,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXALIPLATINA,5 MG/ML SOL INJ IV CT FA VD TRANS X 20 ML,solução injetável,5 mg/ml,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXA,5 MG/ML SOL INJ IV CT FA VD TRANS X 10 ML,solução injetável,5 mg/ml,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXA,5 MG/ML SOL INJ IV CT FA VD TRANS X 20 ML,solução injetável,5 mg/ml,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXA,5 MG/ML SOL INJ IV CT FA VD TRANS X 40 ML,solução injetável,5 mg/ml,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,TEVAOXALI,5 MG/ML SOL INJ CT FA VD TRANS X 10 ML,solução injetável,5 mg/ml,parenteral,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,nao_classificado,ANVISA/CMED 2026-06
oxaliplatina,TEVAOXALI,5 MG/ML SOL INJ CT FA VD TRANS X 20 ML,solução injetável,5 mg/ml,parenteral,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,nao_classificado,ANVISA/CMED 2026-06
oxaliplatina,TEVAOXALI,5 MG/ML SOL INJ CT FA VD TRANS X 40 ML,solução injetável,5 mg/ml,parenteral,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,nao_classificado,ANVISA/CMED 2026-06
oxaliplatina,ELOXATIN,"5,0 MG/ML SOL DIL INFUS CT FA VD TRANS X 10 ML",solução para diluição para infusão,"5,0 mg/ml",parenteral,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,ELOXATIN,"5,0 MG/ML SOL DIL INFUS CT FA VD TRANS X 20 ML",solução para diluição para infusão,"5,0 mg/ml",parenteral,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,COLLECTRO,5 MG/ML SOL INJ IV CT FA VD TRANS X 10 ML,solução injetável,5 mg/ml,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,COLLECTRO,5 MG/ML SOL INJ IV CT FA VD TRANS X 20 ML,solução injetável,5 mg/ml,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXALIPLATINA,50 MG PÓ LIOF SOL INJ IV CT FA VD TRANS,pó liofilizado para solução injetável,50 mg,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXALIPLATINA,50 MG PÓ LIOF SOL INJ IV CT 5 FA VD TRANS,pó liofilizado para solução injetável,50 mg,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXALIPLATINA,50 MG PÓ LIOF SOL INJ IV CT 10 FA VD TRANS,pó liofilizado para solução injetável,50 mg,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXALIPLATINA,100 MG PÓ LIOF SOL INJ IV CT FA VD TRANS,pó liofilizado para solução injetável,100 mg,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXALIPLATINA,100 MG PÓ LIOF SOL INJ IV CT 5 FA VD TRANS,pó liofilizado para solução injetável,100 mg,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,OXALIPLATINA,100 MG PÓ LIOF SOL INJ IV CT 10 FA VD TRANS,pó liofilizado para solução injetável,100 mg,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,COLLECTRO,50 MG PÓ LIOF SOL INJ IV CT FA VD TRANS,pó liofilizado para solução injetável,50 mg,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,COLLECTRO,50 MG PÓ LIOF SOL INJ IV CT 5 FA VD TRANS,pó liofilizado para solução injetável,50 mg,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,COLLECTRO,50 MG PÓ LIOF SOL INJ IV CT 10 FA VD TRANS,pó liofilizado para solução injetável,50 mg,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,COLLECTRO,100 MG PÓ LIOF SOL INJ IV CT FA VD TRANS,pó liofilizado para solução injetável,100 mg,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,COLLECTRO,100 MG PÓ LIOF SOL INJ IV CT 5 FA VD TRANS,pó liofilizado para solução injetável,100 mg,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxaliplatina,COLLECTRO,100 MG PÓ LIOF SOL INJ IV CT 10 FA VD TRANS,pó liofilizado para solução injetável,100 mg,intravenosa,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,venda_sob_prescricao,ANVISA/CMED 2026-06
oxcarbazepina,TRILEPTAL,300 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 10,comprimido revestido,300 mg,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
oxcarbazepina,TRILEPTAL,300 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 20,comprimido revestido,300 mg,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
oxcarbazepina,TRILEPTAL,300 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 60,comprimido revestido,300 mg,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
oxcarbazepina,TRILEPTAL,600 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 20,comprimido revestido,600 mg,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
oxcarbazepina,TRILEPTAL,600 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 60,comprimido revestido,600 mg,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
oxcarbazepina,TRILEPTAL,60 MG/ML SUS OR CT FR VD AMB X 100 ML + 2 SER DOS,suspensão oral,60 mg/ml,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
oxcarbazepina,OXCARB,60 MG/ML SUS OR CT FR VD AMB X 100 ML + SER DOS,suspensão oral,60 mg/ml,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
oxcarbazepina,OXCARBAZEPINA,300 MG COM REV  CT BL AL PLAS PVC TRANS X 30,comprimido revestido,300 mg,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
oxcarbazepina,OXCARBAZEPINA,600 MG COM REV CT BL AL PLAS PVC TRANS X 30,comprimido revestido,600 mg,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao_retida,ANVISA/CMED 2026-06
oxcarbazepina,OXCARBAZEPINA,60 MG/ML SUS OR CT FR VD AMB X 100 ML + SER DOS,suspensão oral,60 mg/ml,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
oxcarbazepina,OXCARBAZEPINA,300 MG COM REV CT BL AL AL X 30,comprimido revestido,300 mg,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
oxcarbazepina,OXCARBAZEPINA,600 MG COM REV CT BL AL AL X 30,comprimido revestido,600 mg,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
oxcarbazepina,OLEPTAL,300 MG COM REV CT BL AL AL X 10,comprimido revestido,300 mg,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
oxcarbazepina,OLEPTAL,300 MG COM REV CT BL AL AL X 30,comprimido revestido,300 mg,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
oxcarbazepina,OLEPTAL,600 MG COM REV CT BL AL AL X 10,comprimido revestido,600 mg,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
oxcarbazepina,OLEPTAL,600 MG COM REV CT BL AL AL X 30,comprimido revestido,600 mg,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
oxcarbazepina,OLEPTAL,300 MG COM REV CT BL AL AL X 7,comprimido revestido,300 mg,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
oxcarbazepina,OLEPTAL,300 MG COM REV CT BL AL AL X 60,comprimido revestido,300 mg,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
oxcarbazepina,OLEPTAL,300 MG COM REV CT BL AL AL X 90,comprimido revestido,300 mg,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
oxcarbazepina,OLEPTAL,600 MG COM REV CT BL AL AL X 60,comprimido revestido,600 mg,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
oxcarbazepina,OLEPTAL,600 MG COM REV CT BL AL AL X 90,comprimido revestido,600 mg,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
oxcarbazepina,OXCARBAZEPINA,300 MG COM REV CT BL AL PLAS TRANS X 30,comprimido revestido,300 mg,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
oxcarbazepina,OXCARBAZEPINA,300 MG COM REV CT BL AL PLAS TRANS X 60,comprimido revestido,300 mg,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
oxcarbazepina,OXCARBAZEPINA,600 MG COM REV CT BL AL PLAS TRANS X 30,comprimido revestido,600 mg,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
oxcarbazepina,OXCARBAZEPINA,600 MG COM REV CT BL AL PLAS TRANS X 60,comprimido revestido,600 mg,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
oxcarbazepina,OXCARBAZEPINA,300 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30,comprimido revestido,300 mg,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
oxcarbazepina,OXCARBAZEPINA,300 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 60,comprimido revestido,300 mg,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
oxcarbazepina,OXCARBAZEPINA,600 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30,comprimido revestido,600 mg,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
oxcarbazepina,OXCARBAZEPINA,600 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 60,comprimido revestido,600 mg,oral,N3A - ANTIEPILÉPTICOS,venda_sob_prescricao,ANVISA/CMED 2026-06
oxcarbazepina,OXCARBAZEPINA,300 MG COM REV CT BL AL PLAS TRANS X 30,comprimido revestido,300 mg,oral,N3A - ANTIEPILÉPTICOS,nao_classificado,ANVISA/CMED 2026-06
oxcarbazepina,OXCARBAZEPINA,300 MG COM REV CT BL AL PLAS TRANS X 60,comprimido revestido,300 mg,oral,N3A - ANTIEPILÉPTICOS,nao_classificado,ANVISA/CMED 2026-06
oxcarbazepina,OXCARBAZEPINA,600 MG COM REV CT BL AL PLAS TRANS X 30,comprimido revestido,600 mg,oral,N3A - ANTIEPILÉPTICOS,nao_classificado,ANVISA/CMED 2026-06
oxcarbazepina,OXCARBAZEPINA,600 MG COM REV CT BL AL PLAS TRANS X 60,comprimido revestido,600 mg,oral,N3A - ANTIEPILÉPTICOS,nao_classificado,ANVISA/CMED 2026-06
oxetacaína + hidróxido de alumínio + hidróxido de magnésio,DROXAINE,60 MG/ML + 20 MG/ML + 2 MG/ML SUS OR CT FR VD AMB X 240 ML,suspensão oral,60 mg/ml + 20 mg/ml + 2 mg/ml,oral,A2A6 - ANTIÁCIDOS COM OUTROS FÁRMACOS,nao_classificado,ANVISA/CMED 2026-06
oxetacaína + hidróxido de alumínio + hidróxido de magnésio,DROXAINE,60 MG/ML + 20 MG/ML + 2 MG/ML SUS OR FR PLAS PET OPC X 120 ML,suspensão oral,60 mg/ml + 20 mg/ml + 2 mg/ml,oral,A2A6 - ANTIÁCIDOS COM OUTROS FÁRMACOS,nao_classificado,ANVISA/CMED 2026-06
paclitaxel,ONTAX,6 MG/ML SOL INJ IV CT FA VD TRANS X 5 ML,solução injetável,6 mg/ml,intravenosa,L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,nao_classificado,ANVISA/CMED 2026-06
paclitaxel,ONTAX,"6 MG/ML SOL INJ IV CT FR VD TRANS X 16,7 ML",solução injetável,6 mg/ml,intravenosa,L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,nao_classificado,ANVISA/CMED 2026-06
paclitaxel,ONTAX,6 MG/ML SOL INJ IV CT FA VD TRANS X 25 ML,solução injetável,6 mg/ml,intravenosa,L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,nao_classificado,ANVISA/CMED 2026-06
paclitaxel,ONTAX,6 MG/ML SOL INJ IV CT FA VD AMB X 5 ML,solução injetável,6 mg/ml,intravenosa,L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,nao_classificado,ANVISA/CMED 2026-06
paclitaxel,ONTAX,"6 MG/ML SOL INJ IV CT FA VD AMB X 16,7 ML",solução injetável,6 mg/ml,intravenosa,L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,nao_classificado,ANVISA/CMED 2026-06
paclitaxel,ONTAX,6 MG/ML SOL INJ IV CT FA VD AMB X 25 ML,solução injetável,6 mg/ml,intravenosa,L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,nao_classificado,ANVISA/CMED 2026-06
paclitaxel,ONTAX,6 MG/ML SOL INJ IV CT FA VD AMB X 50 ML,solução injetável,6 mg/ml,intravenosa,L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,venda_sob_prescricao,ANVISA/CMED 2026-06
paclitaxel,PACLITAXEL,6 MG/ ML SOL INJ IV CT FA VD INC X 5 ML,solução injetável,6 mg/ ml,intravenosa,L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,venda_sob_prescricao,ANVISA/CMED 2026-06
paclitaxel,PACLITAXEL,6 MG/ ML SOL INJ IV CT  5 FA VD INC X 5 ML,solução injetável,6 mg/ ml,intravenosa,L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,venda_sob_prescricao,ANVISA/CMED 2026-06
paclitaxel,PACLITAXEL,"6 MG/ ML SOL INJ IV CT FA VD INC X 16,7 ML",solução injetável,6 mg/ ml,intravenosa,L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,venda_sob_prescricao,ANVISA/CMED 2026-06
paclitaxel,PACLITAXEL,6 MG/ ML SOL INJ IV CT FA VD INC X 5O ML,solução injetável,6 mg/ ml,intravenosa,L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,venda_sob_prescricao,ANVISA/CMED 2026-06
paclitaxel,PACLITAXEL,6 MG/ML SOL INJ CT FA VD TRANS X 5 ML,solução injetável,6 mg/ml,parenteral,L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,nao_classificado,ANVISA/CMED 2026-06
paclitaxel,PACLITAXEL,"6 MG/ML SOL INJ CT FA VD TRANS X 16,7 ML",solução injetável,6 mg/ml,parenteral,L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,nao_classificado,ANVISA/CMED 2026-06
paclitaxel,PACLITAXEL,6 MG/ML SOL INJ CT 20 FA VD TRANS X 5 ML,solução injetável,6 mg/ml,parenteral,L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,nao_classificado,ANVISA/CMED 2026-06
paclitaxel,PACLITAXEL,"6 MG/ML SOL INJ CT 20 FA VD TRANS X 16,7 ML",solução injetável,6 mg/ml,parenteral,L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,nao_classificado,ANVISA/CMED 2026-06
paclitaxel,TAXILAN,"6 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 16,7 ML",solução para diluição para infusão,6 mg/ml,intravenosa,L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,venda_sob_prescricao,ANVISA/CMED 2026-06
paclitaxel,TAXILAN,6 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 50 ML,solução para diluição para infusão,6 mg/ml,intravenosa,L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,venda_sob_prescricao,ANVISA/CMED 2026-06
paclitaxel,PACLITAXEL,6 MG/ML SOL INJ IV CT 1 FA VD AMB X 5ML,solução injetável,6 mg/ml,intravenosa,L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,nao_classificado,ANVISA/CMED 2026-06
paclitaxel,PACLITAXEL,"6 MG/ML SOL INJ IV CT 1 FA VD AMB X 16,7ML",solução injetável,6 mg/ml,intravenosa,L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,nao_classificado,ANVISA/CMED 2026-06
paclitaxel,PACLITAXEL,6 MG/ML SOL INJ IV CT 1 FA VD AMB X 50ML,solução injetável,6 mg/ml,intravenosa,L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,nao_classificado,ANVISA/CMED 2026-06
paclitaxel,PACLITAXEL,"6 MG/ML SOL INJ IV CX 5 FA VD AMB X 16,7ML",solução injetável,6 mg/ml,intravenosa,L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,nao_classificado,ANVISA/CMED 2026-06
paclitaxel,PACLITAXEL,"6 MG/ML SOL INJ IV CX 10 FA VD AMB X 16,7ML",solução injetável,6 mg/ml,intravenosa,L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,nao_classificado,ANVISA/CMED 2026-06
paclitaxel,PACLITAXEL,"6 MG/ML SOL INJ IV CX 20 FA VD AMB X 16,7ML",solução injetável,6 mg/ml,intravenosa,L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,nao_classificado,ANVISA/CMED 2026-06
